% Context
% Information about more than 4600 companies tradable on Robinhood website
% Source
% The information is scraped from Robinhood website
% Inspiration
% The dataset contains useful information about Public Companies are being traded in US Stock market. Information about company size, market cap, PE ratio, list date, etc. is provided which can provide some insights about stock market in the US.
@RELATION Stock-Information

@ATTRIBUTE simple_name STRING
@ATTRIBUTE name STRING
@ATTRIBUTE symbol STRING
@ATTRIBUTE bloomberg_unique STRING
@ATTRIBUTE margin_initial_ratio REAL
@ATTRIBUTE maintenance_ratio REAL
@ATTRIBUTE country STRING
@ATTRIBUTE day_trade_ratio REAL
@ATTRIBUTE list_date STRING
@ATTRIBUTE type STRING
@ATTRIBUTE default_collar_fraction REAL
@ATTRIBUTE open REAL
@ATTRIBUTE high REAL
@ATTRIBUTE low REAL
@ATTRIBUTE volume INTEGER
@ATTRIBUTE average_volume_2_weeks REAL
@ATTRIBUTE average_volume REAL
@ATTRIBUTE high_52_weeks REAL
@ATTRIBUTE dividend_yield REAL
@ATTRIBUTE float REAL
@ATTRIBUTE low_52_weeks REAL
@ATTRIBUTE market_cap REAL
@ATTRIBUTE pb_ratio REAL
@ATTRIBUTE pe_ratio REAL
@ATTRIBUTE shares_outstanding REAL
@ATTRIBUTE description STRING
@ATTRIBUTE ceo STRING
@ATTRIBUTE headquarters_city STRING
@ATTRIBUTE headquarters_state STRING
@ATTRIBUTE sector STRING
@ATTRIBUTE industry STRING
@ATTRIBUTE num_employees REAL
@ATTRIBUTE year_founded REAL

@DATA
'Skyline Champion','Skyline Champion Corporation Common Stock',SKY,EQ0010135200001000,0.56,0.45,US,0.25,1/2/1990,stock,0.05,26.045,26.96,26.045,394324,570118.2,570118.2,37.03,?,54116400.0,18.39,1443849609.0,3.0754,23.72,56666000.0,'Skyline Champion Corp. engages in the manufacture and retail of mobile homes and other manufactured housing. It builds homes under the following brands: Skyline Homes, Champion Home Builders, Athens Park Model RVs, Dutch Housing, Excel Homes, Homes of Merit, New Era, Redman Homes, Shore Park, Silvercrest, Titan Homes in the U.S. and Moduline and SRI Homes in western Canada. The company was founded on June 1, 2018 and is headquartered in Elkhart, IN.','Mark Jason Yost',Troy,Michigan,'Consumer Durables',Homebuilding,7000.0,2018.0
'Salem Media','Salem Media Group, Inc. Class A Common Stock',SALM,EQ0082366600001000,1.0,1.0,US,0.25,7/1/1999,stock,0.05,1.34,1.34,1.27,23364,69793.1,69793.1,3.26,7.57576,11704100.0,1.21,35622700.0,0.1825,?,26616696.0,'Salem Media Group, Inc. engages in the provision of media specializing in Christian and conservative content. It operates through the following segments: Broadcast, Digital Media and Publishing. The Broadcast segment owns and operates radio stations in large metropolitan markets, which includes national and local programming content. The Digital Media segment provides content for audiences interested in Christian and family-themed content and conservative news and opinion. The Publishing segment comprises of book publishing, self-publishing services and print and digital magazines. The company was founded by Stuart W. Epperson and Edward G. Atsinger III in 1986 and is headquartered in Camarillo, CA.','Edward G. Atsinger, III',Camarillo,California,'Consumer Services',Broadcasting,1552.0,1986.0
'NTN Buzztime','NTN Buzztime, Inc',NTN,EQ0010578500001000,1.0,1.0,US,0.25,10/19/1992,stock,0.05,1.9248,2.2085,1.809,2186,9629.8,9629.8,4.4,?,1645428.915,1.8,6160375.0,1.02548,?,2899000.0,'NTN Buzztime, Inc. engages in the provision of entertainment and innovative technology services. It offers entertainment, live events, dining, marketing, hardware, and pricing products. It also includes performance analytics and secure payment with Europay, MasterCard, and Visa chip readers or with near-field communication (NFC) technology to accept Apple, Android, and Samsung Pay. The company was founded in 1984 and is headquartered in Carlsbad, CA.','Allen Wolff',Carlsbad,California,'Consumer Services',Broadcasting,381.0,1984.0
'Ocean Bio-Chem','Ocean Bio-Chem, Inc. Common Stock',OBCI,EQ0012694900001000,1.0,1.0,US,0.25,1/3/1994,stock,0.05,4.18,4.219,3.85,119938,602056.7,602056.7,7.95,?,3598604.541,2.9,40604900.0,1.35595,14.8658,9442809.0,'Ocean Bio-Chem, Inc. is a consumer products company. It manufactures markets and distributes appearance, performance and maintenance products under the Star brite and Star Tron brand names. It also manufactures and distributes disinfectant, sanitizing and deodorizing products under the Performacide and Star brite brand names. It serves the marine, automotive, power sports, recreational vehicle and outdoor power equipment markets. The company was founded by Peter G. Dornau and Arthur Spector on November 13, 1973 and is headquartered in Fort Lauderdale, FL.','Peter G. Dornau','Fort Lauderdale',Florida,'Consumer Non Durables','Household Or Personal Care',152.0,1973.0
Libbey,'Libbey, Inc.',LBY,EQ0011897100001000,1.0,1.0,US,0.25,1/3/1994,stock,0.05,1.38,1.38,1.28,88639,183004.7,183004.7,3.855,3.02835,21111333.15,1.23,32199841.0,-1.1533,?,22361000.0,'Libbey, Inc. manufactures and markets glass tableware products. The firm operates through following geographical segments: U.S.  Canada, Latin America, EMEA and Other. The U.S.  Canada segment includes sales of manufactured glassware products and sourced tableware having an end-market destination in the U.S  Canada. The Latin America segment includes primarily sales of manufactured and sourced glass tableware having an end-market destination in Latin America, as well as glass products for OEMs regardless of end-market destination. The EMEA segment includes primarily sales of manufactured and sourced glass tableware having an end-market destination in Europe, the Middle East and Africa. The Other segment includes primarily sales of manufactured and sourced glass tableware having an end-market destination in Asia Pacific. The company was founded in 1818 and is headquartered in Toledo, OH.','Michael P. Bauer',Toledo,Ohio,'Consumer Durables','Home Furnishings',5872.0,1818.0
'Dover Motorsports','Dover Motorsports',DVD,EQ0019427500001000,1.0,1.0,US,0.25,11/6/1998,stock,0.05,1.57,1.57,1.5276,28449,20925.9,20925.9,2.1997,6.25,14970280.33,1.5276,60128271.0,0.893171,10.4575,36441375.0,'Dover Motorsports, Inc. is a holding company, which engages in the marketing and promotion of motorsports entertainment. It also owns and operates Dover International Speedway and Nashville Superspeedway. The company was founded in 1969 and is headquartered in Dover, DE.','Denis L. McGlynn',Dover,Delaware,'Consumer Services',Movies/Entertainment,54.0,1969.0
Pearson,'Pearson plc',PSO,EQ0011206700009000,0.5,0.25,GB,0.25,9/1/2000,adr,0.05,7.255,7.38,7.22,562513,874643.1,874643.1,11.51,3.50463,770103000.0,6.96,5459957492.0,1.0252,16.64,765508335.0,'Pearson Plc is an education company, which engages in the business of education, business information, and consumer publishing markets. It operates through the following segments: North America, Core, Growth, Penguin Random House, and Corporate. The North America segment includes businesses in the Unites States and Canada. The Core segment referst to businesses in mature markets including the United Kingdom, Australia, and Italy. The Growth segment covers the businesses in emerging markets including Brazil, China, India, and South Africa. The company was founded by Pearson Samuel in 1844 and is headquartered in London, the United Kingdom.','John Joseph Fallon',London,'Greater London','Consumer Services','Publishing: Books/Magazines',24000.0,1897.0
'RCI Hospitality','RCI Hospitality Holdings, Inc. Common Stock',RICK,EQ0017127000001000,1.0,1.0,US,0.25,10/13/1995,stock,0.05,21.55,22.11,20.53,46586,143701.1,143701.1,27.79,0.7286,8023204.992,12.5,186548706.0,1.2147,11.3553,9258000.0,'RCI Hospitality Holdings, Inc. operates as a holding company, which engages in hospitality activities and related businesses. Through its subsidiaries, it offers live adult entertainment and bar operations. It operates through the following segments; Nightclubs, Bombshell and other. The Nightclubs segment operates adult entertainment clubs. Its major brands include Rick\'s Cabaret, Jaguar\'s Club, Tootsie\'s Cabaret, XTC Cabaret and Club Onyx. The Bombshell segment operates restaurants in Texas, Dallas, Austin and Houston. The Other segment includes media which is a business communications company. The company was founded by Robert L. Watters in 1983 and is headquartered in Houston, TX.','Eric Scott Langan',Houston,Texas,'Consumer Services',Movies/Entertainment,2200.0,1983.0
'Ruhnn Holding','Ruhnn Holding Limited American Depositary Shares',RUHN,EQ0000000072653145,0.68,0.6,CN,0.25,4/3/2019,adr,0.05,7.53,7.67,7.44,11711,199746.0,199746.0,12.14,?,?,3.06,571557434.0,3.45726,?,47247600.0,'Ruhnn Holding Ltd. engages in the key opinion leader (KOL) cultivation and incubation platforms. The firm operates online stores on third-party e-commerce platforms, provides training and support, and generates revenue through sales of consumer products on various social networks. The company was founded by Feng Min, Sun Lei and Shen Chao in March 2016 and is headquartered in Hangzhou, China.','Lei Sun',Hangzhou,Zhejiang,'Consumer Non-Durables',Apparel/Footwear,836.0,2016.0
Clarus,'Clarus Corporation Common Stock',CLAR,EQ0031356900001000,1.0,1.0,US,0.25,6/11/2010,stock,0.05,11.76,11.88,11.54,15220,100439.6,100439.6,15.1,0.83963,22626200.64,8.56,344025604.0,2.12634,36.2226,29760000.0,'Clarus Corp. engages in development, manufacture, and distribution of outdoor equipment and lifestyle products focused on the climb, ski, mountain, and sport categories. It operates through the Black Diamond and Sierra segment. The Black Diamond segment designs, manufactures, and markets outdoor engineered equipment and apparel for climbing, mountaineering, backpacking, skiing, and a range of other year-round outdoor recreation activities. The Sierra segment produces a range of bullets for both rifles and pistols that are used for precision target shooting, hunting, and military and law enforcement purposes. The company was founded in 1989 and is headquartered in Salt Lake City, UT.','Warren B. Kanders','Salt Lake City',Utah,'Consumer Durables','Recreational Products',500.0,1989.0
ChromaDex,'ChromaDex Corporation Common Stock',CDXC,EQ0000000003508551,1.0,1.0,US,0.25,4/13/2016,stock,0.05,3.66,3.7,3.53,112510,365802.2,365802.2,4.95,?,41396800.0,2.68,219840530.0,7.8763,?,59577400.0,'Chromadex Corp. is a nutraceutical company, which engages in acquiring, developing, and commercializing proprietary-based ingredient technologies. It operates through the following segments: Ingredients, Consumer Products, and Analytical Reference Standards and Services. The Ingredients segment offers NIAGEN in an ingredient form to partners. The Consumer Products segment sells TRU NIAGEN to improve health by safely raising NAD levels. The Analytical Reference Standards and Services segment provides product regulatory approval and scientific advisory services to the clients in the food, supplement, and pharmaceutical industries. The company was founded by Mark S. Germain and Frank L. Jaksch, Jr. in September 1999 and is headquartered in Irvine, CA.','Robert N. Fried','Los Angeles',California,'Process Industries','Chemicals: Specialty',100.0,1999.0
Fujifilm,'FUJIFILM Holdings Corporation American Depositary Shares',FUJIY,EQ0011359000009000,1.0,1.0,JP,1.0,1/3/1994,adr,0.05,49.43,49.81,49.32,12731,47441.2,47441.2,53.46,1.15056,409377318.7,41.58,20252374900.0,1.08156,14.1204,409386872.0,'FUJIFILM Holdings, Inc. engages in the development, production, sales and service of imaging, information, and document solutions. It operates through the following segments: Imaging Solutions, Information Solutions, and Document Solutions. The Imaging Solutions segment handles color films, digital cameras, optical devices, color paper, services and equipment for photofinishing, instant photo systems, etc. The Information Solutions segment deals with the equipment and materials for medical systems, life sciences products, pharmaceuticals, graphic arts, flat panel display materials, recording media and electronic materials, etc. The Document Solutions segment provides office copy machines/MFPs, printers, production systems and services, office services, paper and consumables, etc. The company was founded on January 20, 1934 and is headquartered in Tokyo, Japan. FUJIY is listed on the Pink Current market tier. OTC market data is provided by OTC Markets Group, Inc (otcmarkets.com).','Shigetaka Komori',Tokyo,Tokyo,'Consumer Durables','Electronics Or Appliances',72332.0,1934.0
'Eldorado Resorts','Eldorado Resorts, Inc. Common Stock',ERI,EQ0000000037588464,0.5,0.25,US,0.25,8/10/2005,stock,0.05,42.66,42.95,40.05,2563966,4118746.6,4118746.6,70.74,?,65416541.01,35.41,3902498535.0,3.15412,44.0811,77770000.0,'Eldorado Resorts, Inc. operates as a casino entertainment company. It engages in gaming operations, and manages hotels, restaurants, bars, racing, retail shops, and other services. It operates through the following segments: West, Midwest, South, East, and Central. The West segment consists of seven properties in Nevada and Colorado. The Midwest segment comprises of dockside and land-based casinos in Iowa and Missouri. The South segment includes dockside casinos in Louisiana and Mississippi, and racino in Florida. The East segment is involved in the operation of racinos located in Pennsylvania, Ohio, and West Virginia; and casinos in Pennsylvania and New Jersey. The Central segment is composed of properties in Indiana, Illinois, and Missouri. The company was founded by Donald Louis Carano in 1973 and is headquartered in Reno, NV.','Thomas R. Reeg',Reno,Nevada,'Consumer Services',Casinos/Gaming,15500.0,1973.0
'Charles  Colvard','Charles  Colvard Ltd Common Stock',CTHR,EQ0030284100001000,1.0,1.0,US,0.25,11/14/1997,stock,0.05,0.86,0.86,0.78,324291,264874.7,264874.7,2.48,?,23817378.62,0.78,25214340.0,0.512216,10.827,28982000.0,'Charles  Colvard Ltd. engages in the manufacture and distribution of moissanite jewels and finished jewelry featuring moissanite for sale in the worldwide jewelry market. It operates through the following business segments: Online Channels, and Traditional. The Online Channels segment refers to the e-commerce outlets including charlesandcolvard.com, third-party online marketplaces, drop-ship, other pure-play, and, e-commerce outlets. The Traditional segment consists of wholesale and retail customers. The company was founded in 1995 and is headquartered in Morrisville, NC.','Suzanne T. Miglucci',Morrisville,'North Carolina','Consumer Durables','Other Consumer Specialties',63.0,1995.0
Acushnet,'Acushnet Holdings Corp.',GOLF,EQ0000000050186284,0.56,0.45,US,0.25,10/28/2016,stock,0.05,26.95,26.95,26.48,131583,437820.6,437820.6,33.5,2.33434,34038948.11,22.3,1893072876.0,2.15257,16.6197,74384000.0,'Acushnet Holdings Corp. engages in the design, development, manufacture, and distribution of golf products. It operates through the following segments: Titleist Golf Balls, Titleist Golf Clubs, Titleist Golf Gear, FootJoy Golf Wear, and Other. The Titleist Golf Balls segment involves in the design and manufacture of golf balls. The Titleist Golf Clubs segment designs, assembles, and sells golf clubs such as drivers, fairways, hybrids, and irons. The Titleist Golf Gear segment offers golf bags, headwear, gloved, travel gear, and head covers. The FootJoy Golf Wear segment includes golf shoes, gloves, and apparel. The company was founded by Phil Young in 1910 and is headquartered in Fairhaven, MA.','David Maher',Fairhaven,Massachusetts,'Consumer Durables','Recreational Products',5213.0,1910.0
